text,media,label
"Jakarta (ANTARA) - Manchester United dipermalukan di depan suporter sendiri setelah kalah 1-3 melawan Brighton dalam matchday ke-21 Liga Premier Inggris di Old Trafford pada Minggu (19/1) WIB.Setan Merah kebobolan lebih dulu usai Yakuba Minteh mencetak gol cepat, yang kemudian disamakan Bruno Fernandes melalui titik putih.Kemenangan Brighton dipastikan oleh sepasang gol di babak kedua oleh Kaoru Mitoma dan Georginio Rutter.Dengan hasil ini, Manchester United tertahan di peringkat 13 klasemen usai mengoleksi 26 poin dari 22 pertandingan. Brighton naik satu posisi ke urutan sembilan dengan perolehan 34 poin, demikian yang dilansir laman resmi Liga Inggris.Brighton langsung mengejutkan MU setelah Yakuba Minteh membuka skor saat laga bahkan belum berjalan lima menit.Kaoru Mitoma melewati Noussair Mazraoui untuk meneruskan umpan lambung dengan tusukan ke kotak penalti. Umpan mendatar Mitoma kepada diselesaikan Minteh dengan sontekan yang membuat skor menjadi 1-0.Baca juga:Amorim: Saya ingin pertahankan pemain di bursa transfer iniSetelah kebobolan, MU meningkatkan intensitas dengan melancarkan sejumlah ancaman. Wasit menghadiahkan penalti kepada MU usai Joshua Zirzkee dilanggar Carlos Baleba.Bruno Fernandes maju sebagai eksekutor, lalu melepaskan sepakan mendatar yang mengecoh Bart Verbruggen. MU menyamakan skor 1-1 pada menit ke-22.Brighton kembali unggul. Bermula dari tendangan bebas pada Brighton di sisi kiri pertahanan MU.Bola set-piece menciptakan kemelut di depan gawang, sebelum dituntaskan Joao Pedro dengan tembakan yang gagal dihentikan Andre Onana. Brighton unggul 2-1.Akan tetapi, wasit kemudian menganulir gol tersebut usai tinjauan VAR. Ada pelanggaran Yasin Ayari terhadap Dalot sebelum proses gol. Skor kini masih 1-1.Brighton tetap bisa mencetak gol keduanya. Mitoma memperbesar keunggulan Brighton atas MU pada menit ke-61.Baca juga:Fabian Hurzeler lega Brighton kembali ke jalur kemenanganTusukan Ayari diakhiri dengan sodoran kepada Minteh di sisi kanan. Bola umpan silang Minteh ke tiang jauh disambut Mitoma dengan sontekan dari jarak dekat. Brighton unggul 2-1.Pada menit ke-76, Brighton semakin unggul setelah Georginio Rutter mencetak gol ketiga Brighton untuk mengubah skor jadi 3-1.Rutter memaksimalkan kesalahan Onana setelah gagal mengantisipasi umpan silang dari sayap kiri. Bola yang ditepis Onana, jatuh di jalur Rutter lalu diselesaikan dengan tembakan dari tengah kotak penalti MU.Keunggulan dua gol membuat Brighton bermain lebih dalam. MU lebih agresif dengan melakukan serangan-serangan, terutama dari sayap kanan. Tembakan Alejandro Garnacho di empat menit terakhir melambung.Brighton bertahan dengan solid di sisa waktu permainan sehingga menyulitkan MU menciptakan peluang. Skor 3-1 untuk keunggulan Brighton bertahan sampai laga selesai.Susunan PemainManchester United:Onana, Maguire, De Ligt, Mazraoui (Antony 84'), Dalot, Leny Yoro, Ugarte (Collyer 64'), Mainoo (Garnacho 64), Bruno Fernandes, Amad Diallo, Zirkzee (Hojlund 84')Brighton:Bart Verbruggen, Joel Veltman, Van Hecke, Lewis Dunk, Estupinan (Lamptey 84'), Carlos Baleba (Diogo Gomez 90'), Mitoma, Ayari, Joao Pedro (Enciso 90'), Minteh (Rutter 69'), Welbeck (Marsch 69')FT: ALBION WIN AT OLD TRAFFORD AGAIN! ????[1-3] ????#MUNBHA//#BHAFC????⚪️pic.twitter.com/PjwnJQwfM5— Brighton & Hove Albion (@OfficialBHAFC)January 19, 2025Pewarta: Hendri Sukma IndrawanEditor: Junaydi SuswantoCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Liverpool kokoh di puncak klasemen setelah mengalahkan Brentford 2-0, sebaliknya Arsenal gagal menempel ketat Liverpool setelah diimbangi Aston Villa 2-2 pada pertandingan akhir pekan ini.Brentford turun ke peringkat 11 klasemen setelah mengumpulkan 28 poin dari 22 laga, terpaut 10 poin dari empat besar.Arsenal hanya bermain imbang 2-2 saat menjamu Aston Villa di Emirates Stadium, meskipun sempat memimpin 2-0 berkat gol Gabriel Martinelli pada menit ke-35 dan Kai Havertz pada menit ke-55.Tetapi Villa membalas lewat gol Youri Tielemans pada menit ke-60 dan Ollie Watkins pada menit ke-68.Hasil ini tidak mengubah posisi Arsenal yang tetap urutan kedua dengan 44 poin dari 22 laga, tertinggal enam poin dari Liverpool yang baru bermain 21 kali. Aston Villa kini mengumpulkan 36 pin pada posisi ketujuh.Baca juga:Dua gol larut Darwin Nunez antar Liverpool taklukkan BrentfordHasil dan klasemen Liga Premier Inggris pekan ke-22:Sabtu, 18 JanuariNewcastle 1-4 BournemouthWest Ham 0-2 Crystal PalaceBrentford 0-2 LiverpoolLeicester 0-2 FulhamMinggu, 19 JanuariArsenal 2-2 Aston VillaNoKlubMainMenangSeriKalahPoin1Liverpool211551502Arsenal221282443Nottingham Forest211254414Newcastle United221156385Chelsea211074376Bournemouth221075377Aston Villa221066368Manchester City211056359Fulham228953310Brighton2171043111Brentford2284102812Crystal Palace226972713Manchester United217592614West Ham2275102615Tottenham2173112416Everton203891717Wolverhampton2144131618Ipswich Town2137111619Leicester City2235141420Southampton2113176Pewarta: Hendri Sukma IndrawanEditor: Jafar M SidikCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Dua gol larut dari Darwin Nunez mengantarkan Liverpool menaklukkan Brentford dengan skor 2-0 pada pekan ke-22 Liga Inggris di Stadion Gtech Community, London, Sabtu malam.Penyerang Uruguay tersebut mencetak dua gol ketika laga memasuki waktu tambahan babak kedua, tepatnya menit 90+1 dan 90+3, demikian catatan Premier League.Berkat kemenangan ini Liverpool masih kokoh di peringkat pertama klasemen sementara Liga Inggris dengan 50 poin dari 21 pertandingan, unggul enam poin dari Arsenal di posisi kedua.Di sisi lain, kekalahan membuat Brentford turun ke peringkat 11 klasemen sementara Liga Inggris setelah mengumpulkan 28 poin dari 22 laga, terpaut 10 poin dari empat besar.Secara statisik Liverpool mendominasi jalannya pertandingan dengan mencatatkan 62 persen penguasaan bola dan melepaskan 37 tendangan yang delapan di antaranya tepat sasaran.Baca juga:Diogo Jota diragukan tampil saat Liverpool hadapi BrentfordBaca juga:Al-Hilal dikabarkan akan gaet Salah untuk gantikan peran NeymarBrentford berupaya memberikan ancaman terlebih dahulu pada pertandingan ini, namun beberapa upaya yang mereka lakukan belum membuahkan hasil.Liverpool berbalik mendapatkan peluang lewat tendangan Dominik Szoboszlai setelah menerima umpan Mohamed Salah, namun bola masih menyamping tipis dari gawang Brentford.Szoboszlai kembali menciptakan peluang untuk membawa Liverpool untuk unggul terlebih dahulu, akan tetapi kali ini tendangannya dari luar kotak penalti masih membentur mistar gawang.Memasuki babak kedua, Liverpool terus menggempur lini pertahanan Brentford, salah satunya lewat tendangan Mohamed Salah yang masih menyamping dari gawang Brentford.Pada waktu tambahan babak kedua, pemain pengganti Darwin Nunez sukses memecah kebuntuan dari Liverpool dengan menciptakan gol di menit 90+1 setelah menerima umpan Trent Alexander-Arnold sehingga skor berubah menjadi 1-0.Berselang dua menit, Nunez menciptakan gol keduanya pada pertandingan ini setelah umpan dari Harvey Elliot dapat ia konversikan menjadi gol dan mengubah kedudukan menjadi 2-0. Skor tersebut bertahan hingga laga usai.Selanjutnya pada pekan ke-23 Liga Inggris, Liverpool dijadwalkan menjamu Ipswich Town, Sabtu (25/1), sedangkan Brentford bertandang ke markas Crystal Palace, sehari setelahnya.Baca juga:Kalahkan Newcastle 4-1, Bournemouth dekati empat besarBaca juga:Legenda Manchester United Denis Law tutup usiaPewarta: Aldi SultanEditor: Gilang GaliarthaCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Bournemouth mendekati posisi empat besar klasemen sementara Liga Inggris seusai mengalahkan Newcastle 4-1 dalam laga lanjutan pekan ke-22 di Stadion St. James Park, Newcastle, Sabtu malam.Pada pertandingan ini kemenangan Bournemouth hadir berkathat-trickJustin Kluivert yang dilengkapi kontribusi satu gol Milos Kerkez, sedangkan Newcastle sempat membalas lewat Bruno Guimaraes, demikian catatan laman resmi Liga Inggris.Kini Bournemouth naik ke peringkat keenam klasemen sementara dengan torehan 38 poin dari 22 pertandingan, terpaut satu poin saja dari zona empat besar.Sementara itu, meski menelan kekalahan, Newcastle masih berada di peringkat keempat klasemen sementara Liga Inggris dengan 38 poin yang diperoleh dari 22 laga.Secara statistik Bournemouth tampil tajam dengan 19 tendangan yang 10 di antaranya tepat sasaran, sedangkan Newcastle unggul penguasaan bola dengan 55 persen.Baca juga:Putra Patrick Kluivert cetak gol saat Bournemouth imbangi ChelseaBaca juga:Legenda Manchester United Denis Law tutup usiaBournemouth mengambil inisiatif menyerang sejak menit pertama dan beberapa kali menciptakan peluang, namun masih belum membuahkan hasil.The Cherries sukses menciptakan gol cepat pada menit ke-6 setelah umpan dari Antoine Semenyo dapat dikonversikan menjadi gol oleh Justin Kluivert sehingga skor berubah menjadi 1-0.Tertinggal satu gol, Newcastle berupaya untuk menyamakan kedudukan dan membuahkan hasil pada menit ke-25 setelah umpan sepak pojok Lewis Hall dan dapat disambut sundulan Bruno Guimaraes sehingga kedudukan sama kuat 1-1.Selanjutnya Bournemouth berhasil kembali unggul dan mengubah kedudukan menjadi 2-1 pada menit ke-44 setelah umpan Dango Outtara dapat dirubah menjadi gol kedua Justin Kluivert.Memasuki babak kedua, Bournemouth mampu mencetak gol yang dicetak Dango Outtara, namun pada akhirnya dianulir oleh VAR karena bola lebih dulu keluar meninggalkan lapangan.Gol ketiga dari Bournemouth hadir pada menit 90+2 lewathat-trickdari Justin Kluivert yang tendangan kerasnya tak dapat dibendung kiper Newcastle Martin Dubravka sehingga skor berubah menjadi 3-1.Masih pada waktu tambahan babak kedua, Bournemouth menutup laga dengan kemenangan 4-1 setelah aksi individu Milos Kerkez berujung menjadi gol pada menit 90+6. Skor tersebut bertahan hingga laga usai.Selanjutnya pada pekan ke-23 Liga Inggris, Newcastle dijadwalkan Bournemouth menjamu Nottingham Forest, Sabtu (25/1) sedangkan Newcastle bertandang ke markas Southampton di hari yang sama.Baca juga:Amorim: Saya ingin pertahankan pemain di bursa transfer iniBaca juga:Chelsea dirumorkan incar Karim AdeyemiPewarta: Aldi SultanEditor: Gilang GaliarthaCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Pelatih Manchester City Josep ""Pep"" Guardiola mengatakan kehebatan Erling Haaland sebanding dengan gelandang serang klubInter Miami Lionel Messi dan penyerang Al Nassr Cristiano Ronaldo, dua pesepak bola yang disebut-sebut masuk dalam jajaran pemain terhebat sepanjang sejarah.Hal itu dikatakan Guardiola pada jumpa pers pra-laga melawan Ipswich Town, saat ia menanggapi penandatangan kontrak baru Haaland berdurasi 10 tahun sampai 2034 atau beberapa pekan sebelumstrikerasal Norwegia itu berusia 34 tahun.“Erling adalah tipe pemain yang berbeda, semua orang mengetahuinya. Namun dalam hal jumlah, mencetak gol, mereka serupa,” kata Guardiola, dikutip dari laman resmi Liga Inggris, Sabtu, menjelang laga kontra Ipswich, Minggu (19/1) malam.Sepanjang kariernya profesionalnya, Haaland, yang berusia 24 tahun, telah mencetak 246 gol, 111 gol di antaranya dicetak bersama Manchester City.Jumlah ini masih jauh dari capaian gol Messi dan Ronaldo.  Pada usia Messi dan Ronaldo yang kini hampir kepala empat, keduanya masing-masing telah mencetak 700 lebih gol, tepatnya 744 gol dari Messi dan 776 gol dari Ronaldo. Jumlah gol ini masih bisa terus bertambah karena mereka belum pensiun.Terkait perpanjangan kontrak Haaland yang langsung berdurasi 10 tahun, Guardiola menyebut hal itu luar biasa bagi Manchester City“Ketika seorang pemain menandatangani kontrak seperti ini yang belum pernah dilakukan sebelumnya, itu menunjukkan betapa dia ingin berada di sini,” kata juru taktik asal Spanyol itu.Pewarta: Zaro Ezza SyachniarEditor: Michael Teguh Adiputra SiahaanCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Legenda Manchester United dan Skotlandia, Denis Law, wafat dalam usia 84 tahun, demikian situs Manchester United pada Sabtu malam WIB.""Dengan berat hati kami sampaikan bahwa ayah kami Denis Law telah meninggal dunia. Ia telah berjuang keras, tetapi akhirnya ia kini berada dalam kedamaian,"" kata pihak keluarga seperti dikutip laman MU.Law telah 404 kali tampil dan mencetak total 237 gol selama 11 tahun bermain untuk Manchester United dari 1962 hingga 1973.Dia adalah pemain dengan jumlah gol terbanyak ketiga sepanjang masa MU setelah Wayne Rooney dan Bobby Charlton.Bersama Skotlandia, Law bermain 55 kali dan mencetak 30 gol yang membuatnya menjadi pencetak gol terbanyak sepanjang masa Skotlandia bersama legenda Liverpool Kenny Dalglish.Baca juga:Amorim: Saya ingin pertahankan pemain di bursa transfer iniSelama di MU, Law memenangkan gelar divisi pertama pada 1965 dan 1967.Manchester United mengatakan mereka berduka atas kehilangan ""raja Stretford End"" - tribun di Old Trafford tempat berdirinya patung Law.""Dia akan selalu dirayakan sebagai salah satu pemain terhebat dan paling dicintai di klub ini. Pencetak gol terbaik, bakat, semangat, dan kecintaannya pada permainan ini menjadikannya pahlawan generasi ini,"" tulis Manchester United.""Ucapan belasungkawa terdalam kami sampaikan kepada keluarga Denis dan banyak teman. Kenangannya akan hidup selamanya.""Baca juga:Chelsea dirumorkan incar Karim AdeyemiPewarta: Hendri Sukma IndrawanEditor: Jafar M SidikCopyright © ANTARA 2025",antara.news,liga_inggris
"Jakarta (ANTARA) - Pelatih Liverpool Arne Slot mengungkapkan Diogo Jota mungkin absen  dalam pertandingan melawan Brentford di Stadion Gtech Community esok Sabtu pukul 22.00 WIB.Menurut laman Liverpool, Jumat, Jota kurang fit setelah penampilan cameonya yang mencetak gol melawan Nottingham Forest dua hari lalu.Kondisi ini membuatnya absen pada sesi latihan tim kemarin dan Slot mengatakan akan melihat kondisi lebih lanjut striker asal Portugal itu  hari ini.""Tidak ada keraguan tentang fakta Jota pemain penting bagi kami, tetapi dia tidak berada di tempat latihan kemarin.,"" ucap pelatih asal Belanda tersebut.“Belum ada kepastian dia akan tersedia besok. Kami harus menunggunya hari ini,"" tambah dia.Baca juga:Amorim: Saya ingin pertahankan pemain di bursa transfer iniJota sudah harus absen musim ini ketika cedera yang dideritanya saat melawan Chelsea pada Oktober 2024. Cedera ini membuatnya absen hingga pertengahan Desember.“Ada program khusus untuknya, seperti halnya setiap pemain, ada program khusus untuk setiap pemain, tetapi 80 atau 90 persen sama untuk setiap pemain,"" kata Slot.Tetapi Slot memastikan Luis Diaz bisa dimaikanm kala menghadapi Brentford setelah penyerang sayap asal Kolombia itu absen latihan Kamis karena sakit.""Kemarin dia tidak diizinkan (berlatih) karena dia mengalami sedikit sakit tenggorokan, tapi saya berasumsi dia akan berlatih bersama kami hari ini,"" kata Slot.The Reds mengincar kemenangan pertama tahun ini saat melawan The Bees setelah dua laga sebelumnya berakhir seri melawan Manchester United dan Nottingham Forest, sehingga Arsenal kina menempel mereka.Baca juga:Chelsea dirumorkan incar Karim AdeyemiPewarta: Zaro Ezza SyachniarEditor: Jafar M SidikCopyright © ANTARA 2025",antara.news,liga_inggris
"Mereka adalah pemain kami, jadi kami punya kendali atas hal ituJakarta (ANTARA) - Pelatih Manchester United Ruben Amorim menginginkan pemainnya tetap dipertahankan oleh pihak manajemen di bursa transfer musim dingin ini.Sebelumnya sejumlah pemain di dalam skuad Setan Merah dirumorkan tengah diincar oleh klub-klub di antaranya Marcus Rashford, Alejandro Garnacho hingga Casemiro.""Seperti yang saya katakan, saya ingin mempertahankan pemain saya. Saya fokus pada para pemain ini. Saya tidak tahu apa yang akan terjadi dengan jendela ini. Kita lihat saja nanti,"" kata Ruben Amorim dikutip dari Sky Sports, Jumat.Baca juga:Ruben Amorim tak terkejut MU sempat kesulitan hadapi SouthamptonMemasuki era Amorim, sejumlah pemain seperti Rashford dan Garnacho mulai tersingkirkan dan kerap tidak dimasukkan ke dalam skuad Setan Merah.Mantan pelatih Sporting Lisbon tersebut menepis isu retaknya kondisi ruang ganti karena sejumlah pemain menginginkan hengkang dari Old Trafford.""Mereka adalah pemain kami, jadi kami punya kendali atas hal itu. Kami memutuskan hal itu (kepindahan pemain),"" ucap pelatih asal Portugal tersebut.Dengan kondisi penampilan Setan Merah yang inkonsisten, Amorim menganggap wajar bahwa para pemain memang sedang mengalami suasana hati yang buruk karena menampilkan performa yang jauh di bawah ekspektasi sehingga membuat mereka dirumorkan akan segera hengkang.""Bagi saya, lebih sulit mempersiapkan pertandingan ketika kami kalah. Ketika kami menang, kami bisa mengatur segalanya: ekspektasi, suasana hati yang buruk untuk beberapa pemain,"" kata Amorim.Saat ini Manchester United berada di peringkat ke-12 klasemen sementara Liga Inggris dengan memperoleh 26 poin. Setan Merah kini hanya terpaut sepuluh poin dari zona degradasi.Baca juga:Amorim enggan beri pujian berlebihan ke DialloBaca juga:Cetak hattrick, Amad: Ini salah satu minggu terbaik dalam hidup sayaPewarta: Fajar SatriyoEditor: Fitri SupratiwiCopyright © ANTARA 2025",antara.news,liga_inggris
"Chelsea berharap akhirnya bisa memikat 'target Liverpool' Karim Adeyemi ke Stamford BridgeJakarta (ANTARA) - Chelsea dirumorkan mengincar penyerang Borussia Dortmund Karim Adeyemi.Dalam laporan Sky Sports, Jumat, Karim Adeyemi menolak pindah ke klub yang bermarkas di Stamford Bridge tersebut pada bursa transfer musim panas lalu.""Chelsea berharap akhirnya bisa memikat 'target Liverpool' Karim Adeyemi ke Stamford Bridge,"" tulis Sky Sports, Jumat.Pemain tim nasional Jerman tersebut kini juga tengah dipantau oleh Liverpool, namun The Reds sejauh ini belum memberikan penawaran serius kepada Borussia Dortmund.Baca juga:Klasemen Liga Inggris: Arsenal kembali peringkat duaAdeyemi saat ini tengah terikat kontrak hingga 2027 di Signal Iduna Park, markas Borussia Dortmund dan ditaksir mempunyai klausul pelepasan sebesar 40 juta poundsterling.Penyerang berusia 22 tahun tersebut sejauh musim ini telah mencatatkan 11 penampilan mencetak lima gol dan lima assits.Adeyemi kini tengah dalam proses pemulihan cedera usai mengalami cedera otot yang dialami pada dua bulan lalu.Baca juga:Klasemen Liga Inggris: Liverpool masih tempati posisi pertamaPewarta: Fajar SatriyoEditor: Fitri SupratiwiCopyright © ANTARA 2025",antara.news,liga_inggris
"Jika Anda bertanya kepada saya apakah Sesko akan pindah pada bulan Januari, saya hanya bisa mengatakan, Sesko senang dengan perkembangannya di RB Leipzig saat iniJakarta (ANTARA) - Agen penyerang RB Leipzig Benjamin Sesko, Elvis Basanovic membantah rumor terkait pemainnya hengkang ke Arsenal pada bursa transfer musim dingin ini.Sesko menjadi target utama dari The Gunners untuk didatangkan pada bursa transfer kali ini setelah mengalami krisis penyerang karena Gabriel Jesus dan Bukayo Saka diterpa cedera.""Kami sudah lama mengetahui ketertarikan dari beberapa klub papan atas,” ujar Elvis Basanovic dikutip dari Sky Sports News, Jumat.Baca juga:Klasemen Liga Jerman: Bayern Muenchen kokoh di peringkat pertamaSesko yang terikat kontrak hingga 2029 dikatakan oleh agen bahwa ia kini tengah berada dalam fase yang baik-baik saja dengan perkembangannya di Red Bull Arena, markas RB Leipzig.Mantan penyerang RB Salzburg tersebut juga menghormati kontrak yang tersisa di RB Leipzig saat ini.“Jika Anda bertanya kepada saya apakah Sesko akan pindah pada bulan Januari, saya hanya bisa mengatakan, Sesko senang dengan perkembangannya di RB Leipzig saat ini. Dia merupakan pemain RB Leipzig dengan kontrak jangka panjang,"" kata Elvis Basanovic.""Kami menghormati hal itu dan itulah mengapa RB Leipzig berhak menjawab pertanyaan-pertanyaan semacam ini,"" imbuh Elvis Basanovic.Saat ini Sesko tidak memiliki klausul pelepasan dalam kontraknya tetapi dapat dipahami bahwa ada perjanjian yang dibuat dengan Leipzig, yang akan memungkinkan dia untuk meninggalkan klub ini.Kemungkinan RB Leipzig bisa melepaskan sang penyerang berkebangsaan Serbia tersebut pada bursa transfer musim panas dengan biaya penandatanganan yang tepat.Baca juga:Jadwal Liga Jerman: Dibuka laga besar Dortmund vs LeverkusenPewarta: Fajar SatriyoEditor: Fitri SupratiwiCopyright © ANTARA 2025",antara.news,liga_inggris
